,,,0
2013,STOQ_barra,因子收益t值,-1.1458113504371055
2013,STOQ_barra,因子收益>0概率,0.4166666666666667
2013,STOQ_barra,IC平均值,-0.03159597591677868
2013,STOQ_barra,IC标准差,0.09814556112404872
2013,STOQ_barra,ICIR,-0.32192974959757686
2013,STOQ_barra,IC>0概率,0.5
2013,bias_turn_12m,t值绝对值平均值,1.8402478345445343
2013,bias_turn_12m,t值绝对值>2概率,0.5
2013,bias_turn_12m,因子收益平均值,-0.0006152380122784348
2013,bias_turn_12m,因子收益标准差,0.005391943883679694
2013,bias_turn_12m,因子收益t值,-0.3784374777467273
2013,bias_turn_12m,因子收益>0概率,0.25
2013,bias_turn_12m,IC平均值,-0.010551339893208748
2013,bias_turn_12m,IC标准差,0.04689472947359105
2013,bias_turn_12m,ICIR,-0.22500054935066371
2013,bias_turn_12m,IC>0概率,0.4166666666666667
2013,bias_turn_1m,t值绝对值平均值,2.8107557929817886
2013,bias_turn_1m,t值绝对值>2概率,0.5833333333333334
2013,bias_turn_1m,因子收益平均值,-0.003446824295497766
2013,bias_turn_1m,因子收益标准差,0.006148317567010507
2013,bias_turn_1m,因子收益t值,-1.859341646206747
2013,bias_turn_1m,因子收益>0概率,0.25
2013,bias_turn_1m,IC平均值,-0.04241879395455541
2013,bias_turn_1m,IC标准差,0.056360268941211496
2013,bias_turn_1m,ICIR,-0.7526364716038134
2013,bias_turn_1m,IC>0概率,0.25
2013,bias_turn_3m,t值绝对值平均值,3.135796709722704
2013,bias_turn_3m,t值绝对值>2概率,0.6666666666666666
2013,bias_turn_3m,因子收益平均值,-0.0029972624555571342
2013,bias_turn_3m,因子收益标准差,0.007286239453871318
2013,bias_turn_3m,因子收益t值,-1.3643244949931694
2013,bias_turn_3m,因子收益>0概率,0.4166666666666667
2013,bias_turn_3m,IC平均值,-0.032890661208394775
2013,bias_turn_3m,IC标准差,0.06845582105934805
2013,bias_turn_3m,ICIR,-0.48046551336927334
2013,bias_turn_3m,IC>0概率,0.4166666666666667
2013,bias_turn_6m,t值绝对值平均值,2.94790614690935
2013,bias_turn_6m,t值绝对值>2概率,0.5833333333333334
2013,bias_turn_6m,因子收益平均值,-0.001232483389649039
